productTypeID,typeName,typeID,groupID
83587,Federation Navy Satyr,83587,1652
31718,Medium EM Shield Reinforcer I,31718,774
31725,Medium EM Shield Reinforcer II Blueprint,31725,787
83591,Imperial Navy Cenobite,83591,1537
31720,Capital EM Shield Reinforcer I,31720,774
31727,Capital EM Shield Reinforcer II Blueprint,31727,787
42832,Armor Energizing Charge,42832,1774
42834,Armor Reinforcement Charge,42834,1774
42833,Rapid Repair Charge,42833,1774
42837,Electronic Hardening Charge,42837,1773
42836,Electronic Superiority Charge,42836,1773
42835,Sensor Optimization Charge,42835,1773
42831,Mining Equipment Preservation Charge,42831,1771
42829,Mining Laser Field Enhancement Charge,42829,1771
42830,Mining Laser Optimization Charge,42830,1771
42694,Active Shielding Charge,42694,1769
42696,Shield Extension Charge,42696,1769
42695,Shield Harmonizing Charge,42695,1769
42838,Evasive Maneuvers Charge,42838,1772
42839,Interdiction Maneuvers Charge,42839,1772
42840,Rapid Deployment Charge,42840,1772
42522,Pulse Activated Nexus Invulnerability Core,42522,588
42890,Capital Industrial Core II,42890,515
31724,Medium EM Shield Reinforcer II,31724,774
47935,Mystic L,47935,1989
10190,Magnetic Field Stabilizer II,10190,302
26597,Cryptic Tuner Data Interface,26597,716
26599,Esoteric Tuner Data Interface,26599,716
26601,Incognito Tuner Data Interface,26601,716
26603,Occult Tuner Data Interface,26603,716
12625,Barrage S,12625,372
3651,Civilian Miner,3651,54
12627,Storm S,12627,372
12629,Shock S,12629,376
10246,Mining Drone I,10246,101
10251,Mining Drone II Blueprint,10251,177
10250,Mining Drone II,10250,101
594,Incursus,594,25
12043,Ishkur Blueprint,12043,105
12045,Enyo Blueprint,12045,105
12631,Quake S,12631,376
20138,Heavy Assault Missile Launcher I,20138,771
25716,Heavy Assault Missile Launcher II Blueprint,25716,136
20306,Mjolnir Heavy Assault Missile,20306,772
24491,Mjolnir Rage Heavy Assault Missile Blueprint,24491,166
24617,Mjolnir Javelin Heavy Assault Missile Blueprint,24617,166
20308,Inferno Heavy Assault Missile,20308,772
24487,Inferno Rage Heavy Assault Missile Blueprint,24487,166
24615,Inferno Javelin Heavy Assault Missile Blueprint,24615,166
20307,Scourge Heavy Assault Missile,20307,772
2680,Scourge Rage Heavy Assault Missile Blueprint,2680,166
24614,Scourge Javelin Heavy Assault Missile Blueprint,24614,166
26842,Tempest Tribal Issue,26842,27
26849,Tournament Bubble,26849,361
11198,Stiletto,11198,831
59630,Covert Mobile Cynosural Beacon,59630,4093
26869,QA ECM Burst,26869,353
26888,Mobile Large Warp Disruptor II,26888,361
26890,Mobile Medium Warp Disruptor II,26890,361
26892,Mobile Small Warp Disruptor II,26892,361
26328,Large Drone Mining Augmentor II,26328,778
59633,Strong Veilguard Booster,59633,303
26914,Large Remote Armor Repairer II,26914,325
26913,Medium Remote Armor Repairer II,26913,325
26912,Small Remote Armor Repairer II,26912,325
26925,Drone Damage Rig I,26925,778
26927,Drone Damage Rig II,26927,778
26929,Small Processor Overclocking Unit I,26929,781
26932,Small Processor Overclocking Unit II Blueprint,26932,787
26931,Small Processor Overclocking Unit II,26931,781
26960,Sensor Strength Rig I,26960,786
26962,Sensor Strength Rig II,26962,786
26964,Shield Transporter Rig I,26964,774
26966,Shield Transporter Rig II,26966,774
26983,Civilian Salvager,26983,1122
31712,Medium Projectile Metastasis Adjuster II,31712,777
10629,Rocket Launcher I,10629,507
10632,Rocket Launcher II Blueprint,10632,136
27014,Civilian Data Analyzer,27014,538
10631,Rocket Launcher II,10631,507
27019,Civilian Relic Analyzer,27019,538
27021,Perpetual Motion Unit I,27021,332
27024,Perpetual Motion Unit II Blueprint,27024,356
20539,XL Torpedo Launcher I,20539,524
41190,XL Torpedo Launcher II Blueprint,41190,136
27023,Perpetual Motion Unit II,27023,332
10642,Countermeasure Launcher I,10642,308
27038,Clay Pigeon,27038,526
76203,Stellar Transmuter Datacore,76203,314
76204,Transport Relay Datacore,76204,314
10678,125mm Railgun I,10678,74
10681,125mm Railgun II Blueprint,10681,154
27064,Capital Auxiliary Nano Pump I,27064,773
31050,Capital Auxiliary Nano Pump II Blueprint,31050,787
27066,Capital Nanobot Accelerator II,27066,773
27068,Small Remote Repair Augmentor I,27068,773
31078,Small Remote Repair Augmentor II Blueprint,31078,787
12709,Target Painter I,12709,379
19807,Target Painter II Blueprint,19807,504
12711,Small Active Stealth System I,12711,341
12713,Medium Active Stealth System I,12713,341
12715,Large Active Stealth System I,12715,341
12717,Huge Active Stealth System I,12717,341
42528,Mining Foreman Burst I,42528,1770
43609,Mining Foreman Burst II Blueprint,43609,1812
42529,Shield Command Burst I,42529,1770
43610,Shield Command Burst II Blueprint,43610,1812
42530,Skirmish Command Burst I,42530,1770
43611,Skirmish Command Burst II Blueprint,43611,1812
42526,Armor Command Burst I,42526,1770
43607,Armor Command Burst II Blueprint,43607,1812
42527,Information Command Burst I,42527,1770
43608,Information Command Burst II Blueprint,43608,1812
10836,Medium Shield Booster I,10836,40
10851,Medium Shield Booster II Blueprint,10851,120
10838,Large Shield Booster I,10838,40
10859,Large Shield Booster II Blueprint,10859,120
43554,Information Command Burst II,43554,1770
10840,X-Large Shield Booster I,10840,40
10843,X-Large Shield Booster II Blueprint,10843,120
43555,Shield Command Burst II,43555,1770
10842,X-Large Shield Booster II,10842,40
10850,Medium Shield Booster II,10850,40
10858,Large Shield Booster II,10858,40
43658,Amarr Phenomena Generator,43658,1815
43660,Caldari Phenomena Generator,43660,1815
43662,Gallente Phenomena Generator,43662,1815
43664,Minmatar Phenomena Generator,43664,1815
27299,Civilian Amarr Shuttle,27299,31
27301,Civilian Caldari Shuttle,27301,31
27303,Civilian Gallente Shuttle,27303,31
27305,Civilian Minmatar Shuttle,27305,31
21094,Cynosural Field,21094,2020
17368,Station Warehouse Container,17368,448
1822,Nova Auto-Targeting Heavy Missile I,1822,395
26402,Large Hybrid Locus Coordinator II,26402,776
11011,Guardian-Vexor,11011,26
53704,Mid-grade Nirvana Alpha,53704,300
53705,Mid-grade Nirvana Beta,53705,300
45531,Victor,45531,833
53707,Mid-grade Nirvana Epsilon,53707,300
53708,Mid-grade Nirvana Gamma,53708,300
53709,Mid-grade Nirvana Omega,53709,300
53710,High-grade Nirvana Alpha,53710,300
19534,High-grade Talisman Alpha,19534,300
31918,Federation Navy 800mm Steel Plates,31918,329
37182,Standup XL-Set Laboratory Optimization II,37182,1870
37183,Standup XL-Set Laboratory Optimization I,37183,1870
37345,Standup XL-Set Laboratory Optimization II Blueprint,37345,1708
37184,Medium Tech I Small Ship Research I,37184,1598
37348,Medium Tech I Small Ship Research II Blueprint,37348,1708
45537,Standup Composite Reactor I,45537,1322
53714,High-grade Nirvana Omega,53714,300
45539,Standup Biochemical Reactor I,45539,1322
31890,Republic Fleet Valkyrie,31890,100
11129,Gallente Shuttle,11129,31
11132,Minmatar Shuttle,11132,31
43894,Small Command Processor I,43894,781
11134,Amarr Shuttle,11134,31
43896,Medium Command Processor I,43896,781
43898,Large Command Processor I,43898,781
43900,Capital Command Processor I,43900,781
42244,Porpoise,42244,941
43699,Ice Harvesting Drone I,43699,101
43912,Ice Harvesting Drone II Blueprint,43912,177
43700,Ice Harvesting Drone II,43700,101
43701,'Augmented' Ice Harvesting Drone,43701,101
43694,'Augmented' Mining Drone,43694,101
31894,Republic Fleet Bouncer,31894,100
43681,'Excavator' Ice Harvesting Drone,43681,101
35881,Standup Capital Shipyard I,35881,1415
35886,Standup Invention Lab I,35886,1415
35878,Standup Manufacturing Plant I,35878,1415
35891,Standup Research Lab I,35891,1415
35877,Standup Supercapital Shipyard I,35877,1415
3218,Harvester Mining Drone,3218,101
11172,Helios,11172,830
11174,Keres,11174,893
11176,Crow,11176,831
11178,Raptor,11178,831
11182,Cheetah,11182,830
11184,Crusader,11184,831
60313,Gas Cloud Harvester I,60313,4138
60339,Gas Cloud Harvester II Blueprint,60339,4139
60314,Gas Cloud Harvester II,60314,4138
60315,ORE Gas Cloud Harvester,60315,4138
60276,Simple Asteroid Mining Crystal Type A I,60276,482
60342,Simple Asteroid Mining Crystal Type A II Blueprint,60342,727
60281,Simple Asteroid Mining Crystal Type A II,60281,482
60285,Coherent Asteroid Mining Crystal Type A I,60285,482
60344,Coherent Asteroid Mining Crystal Type A II Blueprint,60344,727
60288,Coherent Asteroid Mining Crystal Type A II,60288,482
60291,Variegated Asteroid Mining Crystal Type A I,60291,482
60346,Variegated Asteroid Mining Crystal Type A II Blueprint,60346,727
60294,Variegated Asteroid Mining Crystal Type A II,60294,482
60297,Complex Asteroid Mining Crystal Type A I,60297,482
60348,Complex Asteroid Mining Crystal Type A II Blueprint,60348,727
60300,Complex Asteroid Mining Crystal Type A II,60300,482
60303,Abyssal Asteroid Mining Crystal Type A I,60303,482
60350,Abyssal Asteroid Mining Crystal Type A II Blueprint,60350,727
60306,Abyssal Asteroid Mining Crystal Type A II,60306,482
60283,Simple Asteroid Mining Crystal Type B II,60283,482
60284,Simple Asteroid Mining Crystal Type C II,60284,482
60289,Coherent Asteroid Mining Crystal Type B II,60289,482
60290,Coherent Asteroid Mining Crystal Type C II,60290,482
60295,Variegated Asteroid Mining Crystal Type B II,60295,482
60296,Variegated Asteroid Mining Crystal Type C II,60296,482
60301,Complex Asteroid Mining Crystal Type B II,60301,482
60302,Complex Asteroid Mining Crystal Type C II,60302,482
60307,Abyssal Asteroid Mining Crystal Type B II,60307,482
60308,Abyssal Asteroid Mining Crystal Type C II,60308,482
60311,Mercoxit Asteroid Mining Crystal Type B II,60311,663
60312,Mercoxit Asteroid Mining Crystal Type C II,60312,663
60279,Simple Asteroid Mining Crystal Type B I,60279,482
60351,Simple Asteroid Mining Crystal Type B II Blueprint,60351,727
60280,Simple Asteroid Mining Crystal Type C I,60280,482
60352,Simple Asteroid Mining Crystal Type C II Blueprint,60352,727
60286,Coherent Asteroid Mining Crystal Type B I,60286,482
60353,Coherent Asteroid Mining Crystal Type B II Blueprint,60353,727
60287,Coherent Asteroid Mining Crystal Type C I,60287,482
60354,Coherent Asteroid Mining Crystal Type C II Blueprint,60354,727
60292,Variegated Asteroid Mining Crystal Type B I,60292,482
60355,Variegated Asteroid Mining Crystal Type B II Blueprint,60355,727
60293,Variegated Asteroid Mining Crystal Type C I,60293,482
60356,Variegated Asteroid Mining Crystal Type C II Blueprint,60356,727
60298,Complex Asteroid Mining Crystal Type B I,60298,482
60357,Complex Asteroid Mining Crystal Type B II Blueprint,60357,727
60299,Complex Asteroid Mining Crystal Type C I,60299,482
60358,Complex Asteroid Mining Crystal Type C II Blueprint,60358,727
60304,Abyssal Asteroid Mining Crystal Type B I,60304,482
60359,Abyssal Asteroid Mining Crystal Type B II Blueprint,60359,727
60305,Abyssal Asteroid Mining Crystal Type C I,60305,482
60360,Abyssal Asteroid Mining Crystal Type C II Blueprint,60360,727
60309,Mercoxit Asteroid Mining Crystal Type B I,60309,663
60361,Mercoxit Asteroid Mining Crystal Type B II Blueprint,60361,727
60310,Mercoxit Asteroid Mining Crystal Type C I,60310,663
60362,Mercoxit Asteroid Mining Crystal Type C II Blueprint,60362,727
11225,'Basic' Explosive Energized Membrane,11225,326
11227,Explosive Energized Membrane I,11227,326
11230,Explosive Energized Membrane II Blueprint,11230,163
11229,Explosive Energized Membrane II,11229,326
27607,Angel Control Tower Medium,27607,365
43920,Standup M-Set Equipment Manufacturing Material Efficiency I,43920,1816
44003,Standup M-Set Equipment Manufacturing Material Efficiency II Blueprint,44003,1708
43921,Standup M-Set Equipment Manufacturing Material Efficiency II,43921,1816
37160,Standup M-Set Equipment Manufacturing Time Efficiency I,37160,1819
44005,Standup M-Set Equipment Manufacturing Time Efficiency II Blueprint,44005,1708
37161,Standup M-Set Equipment Manufacturing Time Efficiency II,37161,1819
37158,Standup M-Set Ammunition Manufacturing Material Efficiency I,37158,1820
44007,Standup M-Set Ammunition Manufacturing Material Efficiency II Blueprint,44007,1708
37159,Standup M-Set Ammunition Manufacturing Material Efficiency II,37159,1820
37150,Standup M-Set Ammunition Manufacturing Time Efficiency I,37150,1821
44009,Standup M-Set Ammunition Manufacturing Time Efficiency II Blueprint,44009,1708
37151,Standup M-Set Ammunition Manufacturing Time Efficiency II,37151,1821
37156,Standup M-Set Drone and Fighter Manufacturing Material Efficiency I,37156,1822
44011,Standup M-Set Drone and Fighter Manufacturing Material Efficiency II Blueprint,44011,1708
37157,Standup M-Set Drone and Fighter Manufacturing Material Efficiency II,37157,1822
37148,Standup M-Set Drone and Fighter Manufacturing Time Efficiency I,37148,1823
44013,Standup M-Set Drone and Fighter Manufacturing Time Efficiency II Blueprint,44013,1708
37149,Standup M-Set Drone and Fighter Manufacturing Time Efficiency II,37149,1823
37154,Standup M-Set Basic Small Ship Manufacturing Material Efficiency I,37154,1824
44015,Standup M-Set Basic Small Ship Manufacturing Material Efficiency II Blueprint,44015,1708
37155,Standup M-Set Basic Small Ship Manufacturing Material Efficiency II,37155,1824
37162,Standup M-Set Basic Small Ship Manufacturing Time Efficiency I,37162,1825
44017,Standup M-Set Basic Small Ship Manufacturing Time Efficiency II Blueprint,44017,1708
37163,Standup M-Set Basic Small Ship Manufacturing Time Efficiency II,37163,1825
11249,Kinetic Energized Membrane II,11249,326
37147,Standup M-Set Basic Medium Ship Manufacturing Material Efficiency II,37147,1826
43919,Standup M-Set Basic Medium Ship Manufacturing Time Efficiency I,43919,1827
44021,Standup M-Set Basic Medium Ship Manufacturing Time Efficiency II Blueprint,44021,1708
37153,Standup M-Set Basic Medium Ship Manufacturing Time Efficiency II,37153,1827
43732,Standup M-Set Basic Large Ship Manufacturing Material Efficiency I,43732,1828
44023,Standup M-Set Basic Large Ship Manufacturing Material Efficiency II Blueprint,44023,1708
37152,Standup M-Set Basic Large Ship Manufacturing Material Efficiency II,37152,1828
43733,Standup M-Set Basic Large Ship Manufacturing Time Efficiency I,43733,1829
44025,Standup M-Set Basic Large Ship Manufacturing Time Efficiency II Blueprint,44025,1708
43734,Standup M-Set Basic Large Ship Manufacturing Time Efficiency II,43734,1829
11257,Thermal Energized Membrane I,11257,326
11260,Thermal Energized Membrane II Blueprint,11260,163
43854,Standup M-Set Advanced Small Ship Manufacturing Material Efficiency II,43854,1830
11259,Thermal Energized Membrane II,11259,326
43857,Standup M-Set Advanced Small Ship Manufacturing Time Efficiency II,43857,1831
43858,Standup M-Set Advanced Medium Ship Manufacturing Material Efficiency I,43858,1832
44031,Standup M-Set Advanced Medium Ship Manufacturing Material Efficiency II Blueprint,44031,1708
26452,Large Core Defense Operational Solidifier II,26452,774
43860,Standup M-Set Advanced Medium Ship Manufacturing Time Efficiency I,43860,1833
44033,Standup M-Set Advanced Medium Ship Manufacturing Time Efficiency II Blueprint,44033,1708
43861,Standup M-Set Advanced Medium Ship Manufacturing Time Efficiency II,43861,1833
11265,'Basic' Multispectrum Energized Membrane,11265,326
43863,Standup M-Set Advanced Large Ship Manufacturing Material Efficiency II,43863,1834
11267,Multispectrum Energized Membrane I,11267,326
11270,Multispectrum Energized Membrane II Blueprint,11270,163
43864,Standup M-Set Advanced Large Ship Manufacturing Time Efficiency II,43864,1835
11269,Multispectrum Energized Membrane II,11269,326
43866,Standup M-Set Advanced Component Manufacturing Material Efficiency II,43866,1836
43869,Standup M-Set Advanced Component Manufacturing Time Efficiency I,43869,1837
44041,Standup M-Set Advanced Component Manufacturing Time Efficiency II Blueprint,44041,1708
43868,Standup M-Set Advanced Component Manufacturing Time Efficiency II,43868,1837
43870,Standup M-Set Basic Capital Component Manufacturing Material Efficiency I,43870,1839
44043,Standup M-Set Basic Capital Component Manufacturing Material Efficiency II Blueprint,44043,1708
43872,Standup M-Set Basic Capital Component Manufacturing Time Efficiency I,43872,1838
44045,Standup M-Set Basic Capital Component Manufacturing Time Efficiency II Blueprint,44045,1708
43873,Standup M-Set Basic Capital Component Manufacturing Time Efficiency II,43873,1838
43875,Standup M-Set Structure Manufacturing Material Efficiency I,43875,1840
44047,Standup M-Set Structure Manufacturing Material Efficiency II Blueprint,44047,1708
43876,Standup M-Set Structure Manufacturing Time Efficiency I,43876,1841
44049,Standup M-Set Structure Manufacturing Time Efficiency II Blueprint,44049,1708
43879,Standup M-Set Invention Cost Optimization I,43879,1842
44051,Standup M-Set Invention Cost Optimization II Blueprint,44051,1708
43880,Standup M-Set Invention Accelerator I,43880,1843
44053,Standup M-Set Invention Accelerator II Blueprint,44053,1708
43881,Standup M-Set Invention Accelerator II,43881,1843
43885,Standup M-Set ME Research Cost Optimization I,43885,1844
44055,Standup M-Set ME Research Cost Optimization II Blueprint,44055,1708
43884,Standup M-Set ME Research Cost Optimization II,43884,1844
43883,Standup M-Set ME Research Accelerator I,43883,1845
44057,Standup M-Set ME Research Accelerator II Blueprint,44057,1708
43882,Standup M-Set ME Research Accelerator II,43882,1845
43887,Standup M-Set TE Research Cost Optimization I,43887,1846
44059,Standup M-Set TE Research Cost Optimization II Blueprint,44059,1708
43886,Standup M-Set TE Research Cost Optimization II,43886,1846
11291,50mm Steel Plates I,11291,329
20344,50mm Steel Plates II Blueprint,20344,349
27539,Angel Control Tower,27539,365
11293,100mm Steel Plates I,11293,329
20346,100mm Steel Plates II Blueprint,20346,349
27678,ECM Jammer Burst Projector,27678,842
11295,200mm Steel Plates I,11295,329
20348,200mm Steel Plates II Blueprint,20348,349
43892,Standup M-Set Blueprint Copy Accelerator II,43892,1849
27530,Blood Control Tower,27530,365
27589,Blood Control Tower Medium,27589,365
27592,Blood Control Tower Small,27592,365
11301,EM Armor Hardener I,11301,328
11643,EM Armor Hardener II Blueprint,11643,348
27532,Dark Blood Control Tower,27532,365
27591,Dark Blood Control Tower Medium,27591,365
27594,Dark Blood Control Tower Small,27594,365
43711,Standup L-Set Advanced Medium Ship Manufacturing Efficiency II,43711,1857
43707,Standup L-Set Advanced Small Ship Manufacturing Efficiency I,43707,1856
44077,Standup L-Set Advanced Small Ship Manufacturing Efficiency II Blueprint,44077,1708
43708,Standup L-Set Advanced Small Ship Manufacturing Efficiency II,43708,1856
43718,Standup L-Set Basic Capital Component Manufacturing Efficiency I,43718,1861
44079,Standup L-Set Basic Capital Component Manufacturing Efficiency II Blueprint,44079,1708
43719,Standup L-Set Basic Capital Component Manufacturing Efficiency II,43719,1861
43716,Standup L-Set Basic Medium Ship Manufacturing Efficiency I,43716,1854
44081,Standup L-Set Basic Medium Ship Manufacturing Efficiency II Blueprint,44081,1708
43717,Standup L-Set Basic Medium Ship Manufacturing Efficiency II,43717,1854
43714,Standup L-Set Basic Small Ship Manufacturing Efficiency I,43714,1853
44083,Standup L-Set Basic Small Ship Manufacturing Efficiency II Blueprint,44083,1708
27533,Guristas Control Tower,27533,365
43729,Standup L-Set Blueprint Copy Optimization I,43729,1866
44085,Standup L-Set Blueprint Copy Optimization II Blueprint,44085,1708
43730,Standup L-Set Blueprint Copy Optimization II,43730,1866
37173,Standup L-Set Capital Ship Manufacturing Efficiency I,37173,1859
44087,Standup L-Set Capital Ship Manufacturing Efficiency II Blueprint,44087,1708
37172,Standup L-Set Capital Ship Manufacturing Efficiency II,37172,1859
27597,Dread Guristas Control Tower Medium,27597,365
27535,Dread Guristas Control Tower,27535,365
43722,Standup L-Set Invention Optimization I,43722,1863
44091,Standup L-Set Invention Optimization II Blueprint,44091,1708
43723,Standup L-Set Invention Optimization II,43723,1863
43724,Standup L-Set ME Research Optimization I,43724,1864
44093,Standup L-Set ME Research Optimization II Blueprint,44093,1708
43725,Standup L-Set ME Research Optimization II,43725,1864
43720,Standup L-Set Structure Manufacturing Efficiency I,43720,1862
44095,Standup L-Set Structure Manufacturing Efficiency II Blueprint,44095,1708
43721,Standup L-Set Structure Manufacturing Efficiency II,43721,1862
43726,Standup L-Set TE Research Optimization I,43726,1865
44097,Standup L-Set TE Research Optimization II Blueprint,44097,1708
27538,Shadow Control Tower,27538,365
27606,Shadow Control Tower Small,27606,365
44102,Defender Launcher I,44102,512
42685,Sunesis,42685,420
44114,Torelle's Custom Magnetic Field Stabilizer,44114,302
44113,Kaatara's Custom Magnetic Field Stabilizer,44113,302
44112,Vadari's Custom Gyrostabilizer,44112,59
44111,Tahron's Custom Heat Sink,44111,205
11355,Small Remote Armor Repairer I,11355,325
26917,Small Remote Armor Repairer II Blueprint,26917,350
11357,Medium Remote Armor Repairer I,11357,325
26916,Medium Remote Armor Repairer II Blueprint,26916,350
11359,Large Remote Armor Repairer I,11359,325
26915,Large Remote Armor Repairer II Blueprint,26915,350
60244,CONCORD Rogue Analysis Beacon,60244,4137
11365,Vengeance,11365,324
11371,Wolf,11371,324
21009,Capital Propulsion Engine,21009,873
11373,Blade,11373,324
11375,Erinye,11375,324
11377,Nemesis,11377,834
11379,Hawk,11379,324
11381,Harpy,11381,324
11383,Gatherer,11383,324
21011,Capital Turret Hardpoint,21011,873
11387,Hyena,11387,893
11389,Kishar,11389,324
40750,Heavy Warp Scrambler I,40750,52
40759,Heavy Warp Scrambler II Blueprint,40759,132
11393,Retribution,11393,324
27780,Sansha Control Tower,27780,365
27782,Sansha Control Tower Medium,27782,365
27784,Sansha Control Tower Small,27784,365
27786,True Sansha Control Tower,27786,365
27788,True Sansha Control Tower Medium,27788,365
27790,True Sansha Control Tower Small,27790,365
21017,Capital Armor Plates,21017,873
27767,Sansha Large Pulse Laser Battery,27767,430
27766,Sansha Large Beam Laser Battery,27766,430
27768,Sansha Medium Beam Laser Battery,27768,430
27769,Sansha Medium Pulse Laser Battery,27769,430
27771,Sansha Small Pulse Laser Battery,27771,430
27770,Sansha Small Beam Laser Battery,27770,430
27776,True Sansha Small Beam Laser Battery,27776,430
27777,True Sansha Small Pulse Laser Battery,27777,430
27775,True Sansha Medium Pulse Laser Battery,27775,430
27774,True Sansha Medium Beam Laser Battery,27774,430
27773,True Sansha Large Pulse Laser Battery,27773,430
27772,True Sansha Large Beam Laser Battery,27772,430
27551,Blood Large Beam Laser Battery,27551,430
27548,Blood Large Pulse Laser Battery,27548,430
27625,Blood Medium Beam Laser Battery,27625,430
27628,Blood Medium Pulse Laser Battery,27628,430
27631,Blood Small Beam Laser Battery,27631,430
27634,Blood Small Pulse Laser Battery,27634,430
27553,Dark Blood Large Beam Laser Battery,27553,430
27550,Dark Blood Large Pulse Laser Battery,27550,430
27627,Dark Blood Medium Beam Laser Battery,27627,430
27630,Dark Blood Medium Pulse Laser Battery,27630,430
27633,Dark Blood Small Beam Laser Battery,27633,430
27636,Dark Blood Small Pulse Laser Battery,27636,430
27557,Angel Large Artillery Battery,27557,426
27554,Angel Large AutoCannon Battery,27554,426
27647,Angel Medium AutoCannon Battery,27647,426
27653,Angel Small AutoCannon Battery,27653,426
27644,Angel Medium Artillery Battery,27644,426
27650,Angel Small Artillery Battery,27650,426
27652,Domination Small Artillery Battery,27652,426
27646,Domination Medium Artillery Battery,27646,426
27559,Domination Large Artillery Battery,27559,426
27556,Domination Large AutoCannon Battery,27556,426
27649,Domination Medium AutoCannon Battery,27649,426
27655,Domination Small AutoCannon Battery,27655,426
27545,Serpentis Large Railgun Battery,27545,449
27616,Serpentis Medium Railgun Battery,27616,449
27622,Serpentis Small Railgun Battery,27622,449
27619,Serpentis Small Blaster Battery,27619,449
27613,Serpentis Medium Blaster Battery,27613,449
27542,Serpentis Large Blaster Battery,27542,449
27544,Shadow Large Blaster Battery,27544,449
27547,Shadow Large Railgun Battery,27547,449
27618,Shadow Medium Railgun Battery,27618,449
27615,Shadow Medium Blaster Battery,27615,449
27621,Shadow Small Blaster Battery,27621,449
27624,Shadow Small Railgun Battery,27624,449
27574,Guristas Ion Field Projection Battery,27574,439
27583,Guristas White Noise Generation Battery,27583,439
27580,Guristas Spatial Destabilization Battery,27580,439
27577,Guristas Phase Inversion Battery,27577,439
27579,Dread Guristas Phase Inversion Battery,27579,439
27576,Dread Guristas Ion Field Projection Battery,27576,439
27582,Dread Guristas Spatial Destabilization Battery,27582,439
27585,Dread Guristas White Noise Generation Battery,27585,439
27567,Serpentis Warp Scrambling Battery,27567,443
27563,Serpentis Warp Disruption Battery,27563,443
27565,Shadow Warp Disruption Battery,27565,443
27569,Shadow Warp Scrambling Battery,27569,443
27570,Angel Stasis Webification Battery,27570,441
27573,Domination Stasis Webification Battery,27573,441
27778,Serpentis Sensor Dampening Battery,27778,440
27779,Shadow Sensor Dampening Battery,27779,440
27857,Blood Energy Neutralizing Battery,27857,837
27858,Dark Blood Energy Neutralizing Battery,27858,837
27855,Sansha Energy Neutralizing Battery,27855,837
27856,True Sansha Energy Neutralizing Battery,27856,837
43856,Standup M-Set Advanced Small Ship Manufacturing Time Efficiency I,43856,1831
44029,Standup M-Set Advanced Small Ship Manufacturing Time Efficiency II Blueprint,44029,1708
40754,Heavy J5b Enduring Warp Scrambler,40754,52
85543,Glorified Gravid Large Shield Booster Mutaplasmid,85543,1964
27904,Large Remote Hull Repairer I,27904,585
3991,Large Remote Hull Repairer II Blueprint,3991,870
27912,Concussion Bomb,27912,90
27914,Bomb Launcher I,27914,862
4257,Bomb Launcher II Blueprint,4257,136
27916,Scorch Bomb,27916,90
27918,Shrapnel Bomb,27918,90
27920,Electron Bomb,27920,90
27922,Lockbreaker Bomb,27922,863
27924,Void Bomb,27924,864
27930,Medium Remote Hull Repairer I,27930,585
4298,Medium Remote Hull Repairer II Blueprint,4298,870
27932,Small Remote Hull Repairer I,27932,585
4300,Small Remote Hull Repairer II Blueprint,4300,870
27934,Capital Remote Hull Repairer I,27934,585
41631,Capital Remote Hull Repairer II Blueprint,41631,870
21039,Capital Siege Array,21039,873
27560,Guristas XL Torpedo Battery,27560,417
27641,Guristas Torpedo Battery,27641,417
11561,Shield Boost Amplifier I,11561,338
24444,Shield Boost Amplifier II Blueprint,24444,360
27640,Dread Guristas Cruise Missile Battery,27640,417
11563,Micro Auxiliary Power Core I,11563,339
4255,Micro Auxiliary Power Core II Blueprint,4255,352
27562,Dread Guristas XL Torpedo Battery,27562,417
11567,Avatar,11567,30
23773,Ragnarok,23773,30
2363,Heat Sink I,2363,205
11795,Heat Sink II Blueprint,11795,218
10998,Warp Core Stabilizer I,10998,315
11641,Warp Core Stabilizer II Blueprint,11641,342
2108,Tracking Disruptor I,2108,291
11844,Tracking Disruptor II Blueprint,11844,343
60764,Laelaps,60764,894
1998,Tracking Enhancer I,1998,211
11848,Tracking Enhancer II Blueprint,11848,344
2103,Remote Tracking Computer I,2103,209
11851,Remote Tracking Computer II Blueprint,11851,345
3887,Co-Processor I,3887,285
11747,Co-Processor II Blueprint,11747,346
1973,Sensor Booster I,1973,212
11808,Sensor Booster II Blueprint,11808,223
1977,Tracking Computer I,1977,213
11840,Tracking Computer II Blueprint,11840,224
2004,ECCM - Gravimetric I,2004,202
11750,ECCM - Gravimetric II Blueprint,11750,131
2002,ECCM - Ladar I,2002,202
11754,ECCM - Ladar II Blueprint,11754,131
2003,ECCM - Magnetometric I,2003,202
11758,ECCM - Magnetometric II Blueprint,11758,131
1947,ECCM - Radar I,1947,202
11766,ECCM - Radar II Blueprint,11766,131
2005,ECCM - Omni I,2005,202
11762,ECCM - Omni II Blueprint,11762,131
1948,Magnetometric ECM I,1948,201
11775,Magnetometric ECM II Blueprint,11775,130
1957,Multispectral ECM I,1957,201
11779,Multispectral ECM II Blueprint,11779,130
1958,Ladar ECM I,1958,201
11783,Ladar ECM II Blueprint,11783,130
1955,Gravimetric ECM I,1955,201
11787,Gravimetric ECM II Blueprint,11787,130
1956,Radar ECM I,1956,201
11791,Radar ECM II Blueprint,11791,130
40758,Heavy Warp Scrambler II,40758,52
1986,Signal Amplifier I,1986,210
11812,Signal Amplifier II Blueprint,11812,347
11640,Warp Core Stabilizer II,11640,315
11642,EM Armor Hardener II,11642,328
11644,Kinetic Armor Hardener II,11644,328
11646,Explosive Armor Hardener II,11646,328
